hard_text,profession,gender
"Unlike Machino's rather deep and mystical sound, which he combined with a nice synthesizer bassline, Sascha Cawas remix is smoother and more housy. Through tech house rhythms with great bongo breaks he turns the track into a groovy and dynamic piece of art. Thereby these two tracks and artists reflecting the diversity, as well as the wide spectrum of music of the Plötzlich am Meer Festival perfectly.",8,0
"Fanatic 45rpm collector, a sucker for band T-shirts & an obsessive fan of The Brian Jonestown Massacre. He also writes some words when motivated enough.",8,0
"Having released on labels like Blue Soho, Discover, Enhanced, Perceptive, and Silent Shore, he has received support from Armin van Buuren, Daniel Kandi, Giuseppe Ottaviani, Manuel Le Saux, Sean Tyas, and many more.AlexWrightMusic",8,0
"He began his career with releases like “Theme O”, “Milky Way” and “Ready or Not”. The Future House artist had previously been doing remixes before venturing into original music.",8,0
"Born in Israel but raised on Western hip-hop and rave culture, he fuses a diverse aesthetic love for neo-futurism and anime to create off-kilter, cinematic dance music that’s emotionally driven. Like his production, live-sets flow between heavy, footwork inspired selections and dance floor motivators. The result is a fast-rising prospect with a name for vibrant, kaleidoscopic sounds that maintain dramatic tension, while deeply satisfying his disparate following.",8,0
"In the last year though he has truly come to prominence with singles for Jamie Jones & Lee Foss' Hot Creations & Hot Waves labels seeing him gain an international following whilst a long standing relationship with musical partner Cozzy D led him to record for the excellent Lower East imprint. And it's to Lower East that Raphael now returns for his latest single, the outstanding 'The Message'",8,0
"Seamlessly blending inspirations, styles and genres, eras and continents, the CDJ virtuoso quickly became one of the leading forces in French underground. He’s also the co-founder of Sound Pellegrino label and curates the Overdrive Infinity show.",8,0
"He was born in Queens, New York. Career. Before arriving in Philadelphia.H.Katz Capital Group is the history of Harold Katz, one of the most identifiable figures in the Philadelphia, PA area. Mr. Katz began his career in 1972 when he.Tributes.com is the online source for current local and national obituary news.He was a member of Congregation Gates of Heaven in Schenectady.Services at Congregation Gates of Heaven, 852 Ashmore Ave., Schenectady, NY on Tuesday, June 30, 2009 at 11:00 AM.",8,0
"He has played Coachella's Merv Griffin House next to A-Trak and Bonobo, and spun at some of the largest clubs in Europe including Croatia's famed Revelin Club.",8,0
"Widely recognised for his releases and remixes on labels like Southern Fried, Dim Mak and MixMash, he now drops Cambio onVato Gonzalez‘ Crowd Control imprint. Cambio is on of the tunes Vato always plays when opening a... »»",8,0
"He is regarded as one of the most influential electronic artists of this age, as he has transformed the underground techno scene towards the main stage of electronic music. He has attracted attention from the likes of BBC Radio 1, Mixmag, and Resident Advisor, making his name a global... read full bio",8,0
"Always a pioneer, unafraid to push the freshest and most underground sounds, since coming back on the scene in the late 00&apos;s, alongside producer Lucas @ Top Drawer Digital he was one of the first and foremost DJs in the &apos;J Tek scene and currently is a prominent name in the current 140/Future Jungle & Ragga Jungle/Jungle scenes.",8,0
"His music has been supported by the likes of Jackmaster, Diplo, Brodinksi, and many more. His events in Portland Bubblin and Spend The Night have hosted some of the finest international talent the house & techno realm.",8,0
He also writes fiction and has had several non-fiction articles about subjects such as the author Alan Garner and Haunted television of the 1970s published in Fortean Times magazine.,8,0
"He incorporates multi-genre mixing, turntablism, and eclectic selection to a wide variety of events. Throughout his career, he has played everywhere from fashion shows to clubs, and from luxury weddings to dance competitions. Whatever the space, he's ready to throw down the right tunes to keep the room moving.",8,0
"In that time he has had bookings for clubs such as: Cookies, Arena and T-bar London. Together with Harry Leath he has been running the underground party White Nights with regular acts including: Sammy Dee, Dinky, Jan Krüger, Christopher Rau, The Mole and Florian Meindl. Promotional links / FB Event/ soundcloud",8,0
"Fans of a certain Bastille will be aware that ""Of The Night"", from Other People's Heartache is their upcoming single, but Rose (real name Elizabeth Maniscalco) has gone all the way back to the 90s for her version. It's simply brilliant - the electronic sound is superb, her vocals are sharp and the whole piece works.",8,1
"She is also the Music Director for Moose and is on the digital team for MBC Grand Broadcasting (MBC). In her current roles, she helps with station events, interacts with listeners, researches music and current events, and creates web content for the eight stations associated with MBC. Before landing her role with MBC, she worked part time at a few different radio stations.",8,1
"Her passion for music began in her teenage years as she started listening to rock music as well as learning the guitar and playing in a band. Dance music got her ear thanks to the electronic-tinged sound of artists like Radiohead, Massive Attack, and Thievery Corporation, In 2014, after moving to New York City, her love for house/techno music became greater as she got more and more acquainted with the city´s underground scene.",8,1
Mary Lu has been a huge supporter of Jerry's ministry. She has been behind the last two singles that Jerry has released to radio by helping to get these two songs charted.,8,1
She has been featured on radio shows such as Diplo and Friends on BBC Radio 1Xtra. Her music can best be described as hip-hop influenced bass music. Make sure to catch her set this weekend.,8,1
"Her love for music shows through her melodic mixture of genres like soul, indie, Hip-Hop, R&B, reggae and dancehall among others. Her energetic vibe delivers an electric feeling.",8,1
"As well as being one of the organizers of Convergence X in Chicago,IL in 2004 she was one of the organizers of Saturnalia, an annual goth/industrial event which ran for five years.",8,1
"Sunship and Warrior Queen created an underground classic with ‘Almighty Father’, released by Casual Records, with a follow up called ‘Quits’. Her most notable work lately has been with industrial dancehall don The Bug, releasing another instant-classic scorcher “poison dart” amongst other fire.",8,1
"That socio-political determination is felt on album tracks like ‘The Movements’, where spoken vocals (not hers) are launched from the techno backdrop with messages of acceptance and triumph over oppression. But not only that, it is similarly a deeply personal album.",8,1
"She’s one who makes a living by setting sail on the open seas to spin her tracks for guests of Princess Cruises. The frequent traveler recently planted roots in Las Vegas by purchasing her dream home at Spanish Palms, the gated resort-style condominium community located at 5250 S. Rainbow Blvd.",8,1
"A life-long friend of traditional county music, Gospel, and bluegrass, Carol Lynn is a consummate professional. Skilled and accomplished in every aspect of broadcasting, this is a partial playlist from her show on the afternoon of April 8, 2010. Vern Gosdin – …",8,1
"As a consequence of her passion for music, the vinyl store came along the road. In Bucharest, apart from the music instruments stores and some concept bookstores, also selling some records, there is no other specialized vinyl shop. There used to be another one in Bucharest a few years ago, quite cool one, called Off The Record, but the financial crises killed it too, together with other small Bucharest alternative concept stores made for passion and less for money.",8,1
"Her listeners know her better as ""Bubbles."" Thompson had the bypass surgery in 1995. At the time, she weighed nearly 400 pounds. Within days, an intestinal leak caused a major infection.",8,1
Check out Miss Korina Bliss fully nude showing her perfect big titties and a nice little booty. Shes got a sexy trimmed pussy and shes not shy at all. Head over to MissKorinaBliss.com and download all her sexy videos!,8,1
"Ever since she was a child, she had headphones on, listening to all kinds of music, and when her parents bought her a portable CD player, the world was hers. She spent way too many hours watching MTV videos (back when that’s what they were known for) and had countless dance offs in the kitchen with her sister until 1 A.M.",8,1
"She began DJing and collecting vinyl before joining a band as a singer and then becoming a producer in her own right. She’s released music on labels like Tsuba, Cocoon, B Pitch and Rekids. And her self titled debut album was released earlier this year and features the single 'Ghetto Kraviz'. Listen out for some unreleased Nina Kraviz tracks in the mix as well as a stack of house rarities!""",8,1
"Chinese-born Gigi Lee started her music journey with a passion for house music. In 2012, Gigi Lee moved to UK after university and immersed herself in the electronic music scene there. 1 year later, she started spinning in parties then moved to Shanghai eventually in 2014. Influence by producers like Kerri Chandler, Frankie Knuckles, Kenny Dope, she quickly got her name out there: she became one of the most requested DJs, often seen in clubs, events and festivals all over China. In the early of 2016, she started touring around Asia. Nowadays, Gigi Lee collaborates with world-class celebrities including Hollywood actor Orlando. Bloom, well-known HK actor Takeshi Kaneshiro, world-famous film director Karwai Wong and brands including Re...",8,1
"Her music is inspired by the Portuguese speaking heritage of her Cape Verdean and Guinea Bissauan parents and by the ghetto of Vale de Amoreira, Portugal, where she spent most of her childhood. Nidia remains closely connected to the Young Portugal scene of DJs making innovative and emotive forms of Kuduro and Afro House dance music. Prior to her solo career, Nidia was part of Kaninas Squad, an all-girl teenage Kuduro group.",8,1
"Relatively new to the scene, but already causing huge waves with bookings across the UK & some of Europe's biggest party destinations under her belt. Multi-genre and covering everything from soulful house, tech house to grime, Hip Hop & Bashment.",8,1
"She fell madly, wildly in love with her neighbor Madalene Rodriguez in 2005, and every Monday morning, Madalene would wake up to find a Page-made heart on her front porch. The hearts were constructed out of whatever objects caught Page’s fancy: flowers or twigs or corks or stones or tiny toys.",8,1
To say Anna is a fan of the late artist known as Prince is an understatement – she is hosting a Prince Tribute Party on Saturday 16 June at the Hamilton Hotel in Brisbane.,8,1
"The Raeve Maeve’s expressions will change during the course of the battle, depending on what she has said, what she has done or who she has killed. There is a lot of attention to detail in this one.",8,1
"Before her foray into radio, she was a starving thespian, an underrated TV actress/presenter, a go-go dancer, a 3D Animator (for an incredibly brief moment in time), an aerobics instructor & an award-winning bathroom singer (for reals!). She is mad about dogs, loves puns, & is passionate about music, theatre, food, fitness, travel, relationships & spirituality. An introverted extrovert, she is a showgirl at heart, a closet nerd & a total techtard. Join in on her adventures here or check out more of her shenanigans by stalking her on Instagram, Twitter & Facebook!",8,1
Very much looking forward to talking with her about music as a source of inspiration for action. Tune in at 91.3FM to hear the interview and tracks from the album.,8,1
"The hours she spent rifling through vinyl in the warehouse of Chemical Records, where Sam once worked as a house buyer, gives her an insurmountable understanding of the genre. Having played nearly every club in Ibiza – including residencies at Ushuaia, Amnesia and Sankeys – and landed at top-end festivals, there are few who can offer a house music education like Sam Divine. Last year, she racked up over a hundred gigs and is well on track to exceed that in 2017, having already hit up the likes of Europe, North America and Asia. And her reputation for energising a dancefloor has been acknowledged by her inclusion in Pete Tong’s Selector Series for Radio 1.",8,1
"Her foray into electronic music curiously began at 15 when she found herself on a dance floor at a massive rave in Kansas City. Influenced by the likes of David Bowie to obscure German techno, Torro embarked on a journey from her home in the Chicago suburbs and headed out west to Colorado, then later to San Francisco, collecting and mixing music, while immersed in a world of colorful post-adolescent raving.",8,1
"She’s also a dear friend to Girlie Girl, a super green goddess, and a fierce friend to animals! Her debut record Strictly Platinum was put out on record label “People Grand Royal,” headed by the Beastie Boys, and she gained notoriety as one of very few white rappers, let alone white female rappers who are actually badass. People got crazy for her hot lyrics about being a “Bad Babysitter” (a must watch video below) and a hot Badass Jewess.",8,1
"Kat is a self described ""flute toting band geek"" who is now filling the Tri State airwaves with her wonderful spirit. She is all about her community and wanted to give back by sharing her story.",8,1
"Ginger Perry is extremely versatile, known to mix a variety of styles - everything from dance inducing house to laid back downtempo and anything in between. Expect her to lay down a solid house mix to keep the party going. Check out the variety of styles she has going in her ""Last Brunch of 2011"" mix.",8,1
Pharrell Lyrics Put Em Up Katy Rose Lyrics Overdrive Daniel Franzese Lyrics Beautiful Kevin Gnappor (Rajiv Surendra) Lyrics The Mathlette Rap Blondie Lyrics One Way Or Another Nikki Cleary Lyrics Hated Anjali Lyrics Misty Canyon Joe Beal & Jim Boothe Lyrics Jingle Bell Rock them are alll the songs in mean girls.,8,1
"She has already spent one year traveling all over the World to Perform amazing Demonstrates in the biggest clubs. Kate Shoo Gets pleasure to discover the World, savor seafood, play music and dance. This impressive Girl next Chicks-next-door is simply born to Perform! — CZECH REPUBLIC, 35/26/35, BROWN-HAIRED, Euro",8,1
"She has a huge passion for music which began with opera & musical theatre. Morgan attended Nimbus School of Recording Arts where she dove into her passion for music production, singing & songwriting. While in school her friends... (reception music Vancouver)",8,1
"Her Migrant Sounds show explores the movement and imact of dance music across the world, with a focus on the influences of African sounds and Afro-Futurism. Rita is joined by Gume, a seven piece jazz band from Lisbon exploring their Afro-Futuristic, psychedelic, spoken... continue reading",8,1
"She has been a friend of the scene and on the dancefloor since the dawn of dance music in Manila. Coox is known for her eclectic sets at 20:20, Guilty Pleasures and Tech House nights at Time in Manila where she is a resident and runs Wednesday nights. This year, Coox is playing for the first time at Malasimbo and is pretty sure it won’t be her last.",8,1
"Through a rich blend of her native Romanian inspired sounds, from the rolling loops and minimal patterns and diverse musical innovations to the simple vocal samples, Oana’s style is personal but equally simple and universal. Her latest release on Welter Records (“File De […]",8,1
"During her sets - where she mixes mainly vinyl - electronica and techno are influenced by progressive contaminations, and her powerful groove blends a groundbreaking sound. In 2011 she launches her first release for the Roman label “Stencil Recordings”. At that point of her carreer Silvia Trix begins her journey into music production for various labels, including AFU lab, Eclipse Recordings, Audio Elite, Gain Records, BS Rec (of which she is the founder) and many moore.. She played in the best clubs in Rome like Rashomon, Goa Club, Radio Londra, Ex Dogana to name a few. She has a strong presence in the international techno scene playing in historical Techno clubs such as Tresor, Mikz, Suicide Circus, About Blank, Kitkat Club. She is currently working on various musical projects for different labels. Contacts and bookings: djsilviatrix@gmail.com",8,1
"With a 15 year career spanning Business Travel, Property, Radio and Recruitment, she finally left the rat race for good in 2014 setting up Quest4Success, teaching others how to find success in their chosen areas of life.",8,1
"She is one of the project managers for the Caribbean fleet (Caribbean Islands Oslo), and has also made Norway’s first carnival mixtape, featured by the Caribbean magazine LargeUp and got supported by Bunji Garlin and Kes the Band.",8,1
"The title is based on the Sanskrit word “Om,” representing Source, God or Light. “Musically,” Calagna says, “it is said to be the sound of the universe, the most sacred mantra.”[12] Listen to a sample of her music here.",8,1
"She’s reputed for the original sounds she brings to her parties. Recently, Irani travelled to far-flung regions in Pakistan to record religious songs and chants in Sufi shrines that are regularly attacked by jihadist groups. She now includes the sounds in her party mixes.",8,1
"His most recent one-hour documentary, Saving The Great Swamp: Battle to Defeat the Jetport, was completed in 2017 and is currently distributed nationally by American Public Television. Narrated by Blythe Danner, the award-winning film chronicles the historic struggle to preserve a rural area of New Jersey between 1959 and 1968.",9,0
He is a director of films that harness innovative technologies like CGI (Computer generated Imagery) and Visual effects to enhance the visual storytelling...,9,0
"Worked on a variety of projects for diverse clients like Pure Michigan and Chrysler. In addition to filmmaking, Sloan is constantly explaining that his accent comes from South Africa, not Australia.",9,0
"Having grown up in Tipperary, he has spent much of his adult life in Erris where his mother is from. Richard has a degree in Theoretical Physics from Trinity College Dublin and a degree in Gaeilge and History from NUI Galway.",9,0
"He co-edited Coming Home for MSNBC, which won recognition from the CINE Masters' Series and the Chris Awards. He co-directed and co-edited After the Island, a film about re-entry after incarceration, which aired on PBS and won Best Film at the Sundial Film Festival. Todd recently edited the international medical documentary Born in Goma, which was nominated for Best Short Documentary at the Queens International Film Festival and won the Best Documentary prize at the Faith Film Festival. He received a master's degree from the UC Berkeley Graduate School of Journalism.",9,0
He started making films in high school and has been busy ever since. He made several films while attending Chapman University and recently graduated Magna Cum Laude with a B.F.A in Film Production. Will prides himself on exciting camera movement and his unique visual aesthetic. Will currently lives in Los Angeles and looks forward to a career directing commercials and music videos.,9,0
"Rees’ programs are documentary style featuring real people discussing topics in emotional ways. His programs have earned many awards, including ""Emmy,"" ""Cine,"" ""Telly,"" “Aegis,” “Aurora,” and ""Philo"" awards. Some credits include, ""Frank Yankovic: America's Polka King,"" “Art of the Dominican Republic,” “On-Site Safety”, and “The Band ”. Rees builds programs per commission, and conceives and self publishes independent programs. Candee Productions, provides concept to completion communication production services. External Links",9,0
"More recently, his documentary The Interrupters (2011, co-produced with Alex Kotlowitz) received the Best Documentary prize at the 2012 Independent Spirit Awards. James has been selected to direct a film about the life of Ebert, one of his earliest champions. The film will be executive produced by Martin Scorsese and will be James’s seventh produced with Kartemquin Films.",9,0
"Born in Ankara, Turkey, his talent for visual arts can be traced back to the drawings and animations he did of Disney characters when he was eight years old. Building up on his skills, he graduated from an International Baccalaureate program having concentrated on classical painting and music. After his painting mentor... Read More →",9,0
"His film Foreclosure premiered at TIFF in 2013. Inspired by a radical hope for a more equal and sovereign society, Wayne aspires to keep filming stories and contribute his personal definition to film form.",9,0
"His works represent a variety of film genres, including experimental, narrative, and documentary and deal with a range of subjects, from the creative process to the issues that impact underrepresented communities. The themes of social justice and human relations run through his films. Oregel’s first films were in the Experimental genre. Downtown L.A. (2002) premiered at the Disney’s Redcat Theater as part of a curated show titled Independent Los Angeles and Racing Thoughts (2003) premiered at the Los Angeles Latino International Film Festival. His interest in art led him to his next film, Gronk’s Tormenta: A Method (2002), which screened at the Carnegie Art Museum, Boston Latino International Film festival and in Italy at the ASOLO film festival.",9,0
"Currently he's working as a producer on a pilot for a series called Home that is due to air next year and is being filmed in the Charlotte, North Carolina area.",9,0
"His documentary film trilogy of Buddhist pilgrimage in SE Asia and Tibet was broadcast nationwide as a mini-series on PBS and abroad. He began making films in 2000 after a long career as the CEO and creative force of Illuminations, a leading gift company. His theatrically released film VAJRA SKY OVER TIBET was also, the first film ever endorsed by the Dalai Lama.",9,0
"Hansell has twenty years experience at the Appalshop Media Arts Center working with coalfield residents to create media about their communities. His documentary work has been broadcast nationally on public television and has screened at international film festivals. His most recent documentary project, The Electricity Fairy, premièred at the Museum of Modern Art in 2010.",9,0
He is the creator of the covers for the Ishmael books and now cover designer and internal illustrator for the Eric Vale series by Michael Gerard Bauer.,9,0
"Cloud, Minnesota. He and his wife Angel feel a particular passion for marriage – for what it means, for what it was designed to be, for the impact it can have not only on a man and a woman but on those around them.",9,0
"A participant in the 2010-2011 San Francisco Film Society FilmHouse Residency, Kirschenbaum’s other projects include A Soapbox In Haiti and Elementary Cool. He previously completed the documentary Jumor: A Journey through Jewish Humor, about the role of humor in Jewish nursing homes around the country. He has written proﬁles of the elderly for the Yale Journal of Humanities in Medicine, performed stand-up comedy for nursing home residents, and served as a personal assistant to a screenwriter suffering from Alzheimer’s disease. More from this author →",9,0
"Over the past fifty-one years, he has produced and directed forty-two documentaries, including “Titicut Follies,” about a state prison for the criminally insane, which was banned from public screenings by the Supreme Court of Massachusetts until 1991; “Basic Training,” which follows a group of enlisted soldiers and was filmed the summer after the first Vietnam draft lottery; “High School,” which takes a look at the relationship between teachers and students in a Philadelphia public school; and, most recently, “Ex Libris—The New York Public Library,” which was released last year. He has received many awards, including a Lifetime Achievement Emmy Award, an Honorary Award from the Academy of Motion Picture Arts and Sciences, and the Golden Lion for Lifetime Achievement Award at the Seventy-first Venice International Film Festival.",9,0
"Transforming the everyday into art, the sense of detail and presence in every moment, resulting in films that are the most common life of people and turns them into a symphony of sounds and images that capture the audience instantly. The inspiration for the film Takayuki comes from small gestures and expressions, influenced by his travels around the world.",9,0
"His first film, Ryan Coogler's Fruitvale Station, won the Grand Jury Prize at Sundance 2013. Andrew Bujalksi's Results premiered at Sundance 2015 and was acquired by Magnolia Pictures. Clea DuVall's The Intervention premiered at Sundance and was acquired by Paramount.",9,0
"Extremely active in the Kannada indie film circuit, he made Lucia – a psychological thriller on lucid dreaming in 2013 that’s touted as one of the most remarkable indie films even today! He also made C10H14N2 (the chemical formula of Nicotine), yet another psychological thriller. He’s currently working on another film titled U-Turn. Pawan has a brilliant way of working on his films – wherein not only does he crowdfund his films but he also regularly engages with his audience to gain feedback, improve and innovate on his projects!",9,0
"His feature documentary, Flock of Dodos: the Evolution-Intelligent Design Circus uses humorous animation in addition to extensive interviews to explore how and why intelligent design has emerged and how and why debate about evolution is influenced by politics, educational policy, and scientific and popular culture.",9,0
"Freelancing and doing primarily corporate video work for 2 years before getting any formal education, he left Kansas City to attend Madison Media Institute in the spring of 2010. There he learned immensely from experienced and knowledgable teachers, and graduated with an associates degree in Video and Motion Graphics. Tom then returned to Kansas City and began freelancing once more. His work has been as varied as his clients, with a common theme of improving in the craft of storytelling and delivering cinematic images on a budget. One of his notable achievements since graduating would be contributing to Imogen Heap’s crowd-sourced nature film “Love The Earth.” He also participated in a 2012 SXSW panel sponsored by Dell & NVIDIA titled ""Moving from Final Cut: Progress or Peril?""",9,0
"He made his feature film directorial debut in 2015 with The Corpse of Anna Fritz, but his latest film is sure to get a love or hate response: a reboot of the 1985 zombie classic Day of the Dead. His latest film, titled Day of the Dead: Bloodline comes to theaters, VOD, and Digital HD on January 5 from Saban Films and Millennium Media.",9,0
"Among other documentaries and fictional movies, Preve wrote and produced the documentary “Chagas, Un Mal Escondido” with the support of Doctors Without Borders. Preve has made a name for himself as a Chagas disease activist, raising awareness about the deadly disease in coordination with the Drugs for Neglected Diseases Initiative(link is external) (DNDi) organization. http://www.prevefilms.com/documentales(link is external)",9,0
"Back in the 80’s the NY Times called Julian “The Carnival Man.” Largely because Schnabel’s paintings share with religious carnivals a mixture of devotional imagery, popular culture, bad taste, large scale, theatrical flair and frenzied expression, his exhibitions become themselves mini-carni- vals, festive and even rapturous for those who share Schnabel’s sense of occasion, irritating and inflated for most of those who don’t.",9,0
"In 2011 at the age of 23, Donavan's short film ""The Rocket Boy"" (2011) premiered at the Sundance Film Festival. He was and remains the youngest Native American to premiere a short film in a professional competition.",9,0
"Having shown his initial documetaries to great acclaim at the festival, his 1972 entry, a 16mm production entitled But They Said It Didn’t They?, was a wonderfully whimsical take on the making of a television commercial on the streets of Cork. The production was made on a modest budget with a Cork crew, Cork actors and unsuspecting members of the public. The film won 2nd prize at that year’s festival.",9,0
"In college, he studied film theory, and learned filmmaking technique by writing and directing shorts. In 2004, he studied improv at the Upright Citizens Brigade theater in NYC. He graduated from the New School in NYC with a degree in Liberal Arts & Philosophy in 2008. From 2008-2011, Meyers ... See full bio »",9,0
"Sam began his career in the emerging field of online video in 2007 and has since worked throughout the industry producing, directing, shooting, and editing all manner of digital, TV, branded, documentary, commercial, and narrative content. Most recently Sam has produced and directed a variety of projects for VICE Media. Prior to that he worked in-house for Condé Nast’s digital video team and co-founded filmmaking collective Think/Feel as a hub for the commercial and independent work of a tight knit community of filmmakers in New York and LA.",9,0
"From 1982 to 1984, he learned the trade of director at the French Film Academy, then earned an internship as an assistant director at France 3 (Lille). In 2002, did an internship in editing on Avid. He has directed several documentaries, including Rumba rock. This film was awarded in 1991.",9,0
"Over the course of his career, he’s produced or executive produced over 100 movies, winning multiple Academy Awards and betting both himself and his investors millions of dollars. He’s been personally awarded the title of Commander of the Order of the British Empire by Queen Elizabeth II for his contributions to British filmmaking, as well as made a knight of the French Legion of Honour in recognition of his work on foreign films.",9,0
"He is in his final year at Northwestern University, where he is majoring in Film Studies with a focus on Creative Writing for the Media. After graduation, Joe intends to pursue a career in scripted development.",9,0
"He received the prestigious Producers Guild of America Laura Ziskin Fellowship Award for his critically acclaimed film Les Bouffons. He also he works with music videos, documentaries and produces commercials for Scandinavian television. He lives in Los Angeles and travels frequently between LA, ... See full bio »",9,0
"His most notable achievement in film is ""Magic Temple"", which won top honors for Best Screenplay (shared with Peque Gallaga and Lore Reyes) during the 1996 Metro Manila Film Festival. He has also been nominated as Best Director in the Gawad Urian Awards and Film Academy of the Philippines Awards.",9,0
"His research is concerned with exploring the potential of film for a non-rational, non-narrative meaning emerging from the alignment of chance, art-cinema style and unrepeatable nuances of performance. This gives rise to … Continue reading Being a Part of the Living Room of the Future",9,0
"He is the owner/founder of Take the Ride Films, an independent film production company, as well as Jack Gorman Productions, a video and marketing company.",9,0
"Whitecloud is also an avid skateboarder, which he considers an act of empowerment. His projects include the TV series Myths, Monsters, and Aliens, a web series called Living by the drum: Canadian Powwows and a long-form documentary for CBC Manitoba about Errol Ranville and the C-Weed band. His spare time is spent on social justice projects with his wife Tessa.",9,0
"As a film student in Holland, he much admired the epics, westerns and war movies coming out of Hollywood and their special way of combining emotion with action that helped the audience become a full participant. He demonstrated the same technique when he made his American directing debut 20 years later, in 1994, with Speed, which launched the film career of Sandra Bullock.",9,0
"Two of his films - The Boy in the Branch (1993) and The Men in the Tree (2002) - explored the carefully cultivated and choreographed fascist indoctrination by and within the Rashtriya Swayamsevak Sangh (RSS). While the former explored the indoctrination of four boys being trained by the RSS, in the latter film he returned to find out whether the same boys have moved away from the RSS and if they have, how they have been doing.",9,0
"She founded True Story Pictures, a Memphis-based documentary production company, in 2004. Her recent films include See the Keepers (2016), a behind-the-scenes feature about the work and personalities of zookeepers, now available on Hulu, Amazon, and iTunes, and shorts Barbara (2017) and Viola (2015), personal stories of juvenile justice from a public defender and a mother, which can be viewed at TheJuvenileProject.com. Her short Robert (2016), which opened for Ava DuVernay’s 13TH at the National Civil Rights Museum last December, premieres in Los Angeles at the Justice on Trial Film Festival this September. Selvidge is currently in pre-production on a feature film, told through the personal stories of five former youthful offenders, which explores grassroots movements that are changing the landscape of juvenile systems across America.",9,1
"Currently pursuing the MFA in Film Production at the University of Texas at Austin, she has been recipient of the E.D. Farmer Fellowship and the FONECA, granted by the National Commission of the Arts in Monterrey, Mexico.",9,1
"For many years, she worked as an environmental activist in Holland and Bulgaria, and she later produced and directed several award-winning documentaries in Europe and the United States.",9,1
"Her interest in exploring new techniques, including using the game ""Tomb Raider"" to explore the identity of it's heroine, has produced work that is fresh and challenging.",9,1
"This profile was produced in association with the Office of Undergraduate Research which supports Chapman's goal of providing personalized education by promoting and facilitating student-faculty collaborative research, scholarship and creative activiti...",9,1
"Lonche, screening April 26, is her second film, following El Mar Picando En Sus Espaldas, her undergraduate thesis documentary at Hampshire College filmed in Havana, Cuba. Claire is currently a contributor to the blog Mission Local where she is continuing to pursue her interest in telling stories about food, labor and entrepreneurship.",9,1
"She received her MFA in film from Columbia University, and her BA from UC Berkeley. She has produced over a dozen short films and is the writer of three feature scripts. Scheherazade, a short film that she wrote and directed, screened at over twenty five international film festivals and has won seven awards including Best Short Film at Champs-Elysées Film Festival. She is the co-founder of Maaa Art a film and theater company that develops and distributes works by immigrant artists. She has written and directed several promotional videos for Maaa Film. Additionally, she has written and produced two plays for Maaa Theater, which were staged in New York, San Francisco, and Dallas.",9,1
"She graduated from the film directing program at the University of Film (DI) in Stockholm in 2004 and joined Swedish Television as an assistant director before making several shorts and documentaries, among them ”Natural lightening” and ”Erika & Sally”, for which she was recieved the After Bergman Award on Fårö. She is based in Stockholm.",9,1
"A 2005 graduate of Boston College, Lulu has produced numerous award-winning narrative shorts as well as documentaries. In 2005, Lulu was commissioned to direct ""Fishing the Gulf"" (Chiriqui, Panama) which has screened at festivals worldwide and won best documentary for Landmark Theatre's Little Big Films Competition. In 2006, she was commissioned by EDWON (Empowered Women of Nepal) to film a documentary on Dalit women in Nepal. After making the transition to Hollywood in 2007, Lulu has worked on major big budget productions including “Rush Hour 3” and Judd Apatowʼs “Superbad” and “Pineapple Express.” As a partner at Flying Box Productions, Lulu has directed numerous projects including a music video for the band Vintage Trouble and a series of teasers sponsored by State Farm for the band, OK Go and their music video, “This Too Shall Pass.”",9,1
"She has presented her research on Jewish People of Colour at a conference at Ryerson University and has been published on ithacalit.com. Her interdisciplinary academic studies and artistic interests in film and education focus on questions and themes of identity, belonging, community, feminism and ethnicity. Sara is a graduate student at the University of Toronto in Social Justice Education at OISE.",9,1
"She directs, films, and edits videos for the web - a selfshooter at heart, with a big passion in collaboration. Co-founder of CuatrOOjos: An ExperiMedia project connecting Welsh and Colombian creatives.",9,1
"She has made some short films, which she wrote, directed and starred in. She calls herself the Korean Louis C.K. Her comedy web series ‘Hey Yun’ launched in November, 2013. She hails from the salty seas of Busan, Korea, and is a collector of abandoned broken toys. www.hyeyunpark.com.",9,1
"Since completing her studies in film at the Université du Québec à Montréal, Annick has worked on several television series and films as part of the art department, as well as on the development, writing and production of documentaries for Radio-Canada, CBC and UnisTV with Wookey Films. Her creativity, eye for composition and curiosity are what motivate her involvement in both fiction and documentary productions. Wookey Films Inc. (WFI) a été cofondé par Jérémie et Janelle Wookey, frère et sœur Franco-Métis formant cette équipe de cinéastes qui sont nés et qui ont grandi dans les Prairies canadiennes. Leur documentaire Mémère Métisse à la soirée d’ouverture du imagineNATIVE du Festival du Film de Toronto, qui a ensuite été acheté pour diffusion sur les ondes de la CBC, de Radio-Canada et de APTN.",9,1
"After studying filmmaking and animation at MCAD in Minneapolis and Les Gobelins in Paris, she collaborated with Petronio Associates, Premiere Heure and Skertzo and works as a VJ for live events in the Gelato Collective. She also made films and played live for Hermes, YSL, A.P.C., Miu Miu, Opening Ceremony, Heal, Catherine Malandrino and more. Lately she has opened her first solo show in Brachefeld Gallery in Paris, where she presented four video installations based on the Arab Spring revolts.",9,1
